,X,Y,CLUSTER
CENTER,-0.8398,-2.9085,2.0
CENTER,0.5916,-1.0349,2.0
CENTER,0.1888,-1.8552,2.0
CENTER,0.3168,-1.8555,2.0
CENTER,-0.1691,-1.6668,2.0
CENTER,-0.3775,0.0371,2.0
CENTER,0.5236,-2.6443,2.0
CENTER,0.0457,-1.0478,2.0
CENTER,-0.9842,-2.2212,2.0
CENTER,0.2,2.0795,2.0
CENTER,0.3168,-1.7154,2.0
CENTER,-0.0913,-2.0658,2.0
CENTER,-0.1827,-1.3741,2.0
CENTER,-0.1664,1.33,2.0
CENTER,-0.1113,-2.4977,2.0
CENTER,-0.7346,-1.4977,2.0
CENTER,-0.7257,-1.7988,2.0
CENTER,-0.016,1.2543,2.0
CENTER,0.0054,2.0879,2.0
CENTER,-0.4351,0.3373,2.0
CENTER,0.8021,-1.0394,2.0
CENTER,-0.0443,-0.7404,2.0
CENTER,0.6058,-2.094,2.0
CENTER,-0.5661,-2.9972,2.0
CENTER,-0.0213,-0.3235,2.0
CENTER,-0.25,0.5524,2.0
CENTER,0.2134,-1.4155,2.0
CENTER,-0.0878,-2.1063,2.0
CENTER,-0.0185,0.3255,2.0
CENTER,0.0683,1.5938,2.0
CENTER,0.085,0.1076,2.0
CENTER,-0.1376,-0.1118,2.0
CENTER,0.5562,-2.0247,2.0
CENTER,-0.4085,0.7926,2.0
CENTER,-0.5514,-2.6455,2.0
CENTER,-0.7799,-2.6524,2.0
CENTER,-0.0912,1.0247,2.0
CENTER,-0.6435,-1.4699,2.0
CENTER,0.3339,0.9959,2.0
CENTER,0.0067,-2.1376,2.0
CENTER,0.9704,-2.4689,2.0
CENTER,0.8557,-2.1685,2.0
CENTER,-0.8803,-2.5182,2.0
CENTER,0.11,-1.3159,2.0
CENTER,0.2352,-1.26,2.0
CENTER,0.3982,-1.9131,2.0
CENTER,0.1238,-1.1476,2.0
CENTER,0.9805,-1.3271,2.0
CENTER,0.1604,2.1615,2.0
CENTER,0.7578,-2.2885,2.0
CENTER,-0.5854,-1.4278,2.0
CENTER,0.1797,-0.1359,2.0
CENTER,0.4748,-1.5619,2.0
CENTER,-0.8785,-2.5035,2.0
CENTER,-0.3105,-1.2963,2.0
CENTER,-0.0914,-2.1126,2.0
CENTER,-0.2616,-0.3936,2.0
CENTER,-0.0502,2.5608,2.0
CENTER,-0.4592,-2.833,2.0
CENTER,-0.5677,-1.0713,2.0
CENTER,-0.5093,-1.9655,2.0
CENTER,-0.4622,-1.1488,2.0
CENTER,0.1502,-0.4763,2.0
CENTER,-0.3974,-0.0612,2.0
CENTER,0.067,-1.7703,2.0
CENTER,0.9554,-1.115,2.0
CENTER,0.2107,0.7974,2.0
CENTER,0.6082,-1.1986,2.0
CENTER,0.3011,0.4159,2.0
CENTER,0.1059,1.3267,2.0
CENTER,0.9695,-1.6751,2.0
CENTER,0.0194,-1.3708,2.0
CENTER,0.7466,-1.6280000000000001,2.0
CENTER,-0.2413,-1.7198,2.0
CENTER,0.0042,1.2496,2.0
CENTER,0.0523,-2.4831,2.0
CENTER,-0.0033,2.8113,2.0
CENTER,-0.2714,-2.3577,2.0
CENTER,0.1365,-2.1488,2.0
CENTER,-0.0199,0.8035,2.0
CENTER,0.0261,-0.8167,2.0
CENTER,0.6566,-1.6267,2.0
CENTER,0.4839,-0.9967,2.0
CENTER,0.0883,1.5046,2.0
CENTER,-0.8753,-1.2054,2.0
CENTER,-0.2099,-2.6793,2.0
CENTER,-0.1048,-1.2983,2.0
CENTER,-0.0623,-1.8145,2.0
CENTER,0.2012,-1.5964,2.0
CENTER,0.2673,-1.0267,2.0
CENTER,0.1372,1.0041,2.0
CENTER,0.7333,-2.6986,2.0
CENTER,0.4572,0.3729,2.0
CENTER,0.1166,1.7436,2.0
CENTER,0.244,-2.7939999999999996,2.0
CENTER,0.6282,-1.4466,2.0
CENTER,0.8389,-2.4952,2.0
CENTER,0.0433,0.39299999999999996,2.0
CENTER,0.5786,-1.4404,2.0
CENTER,0.1788,0.6661,2.0
CENTER,0.1187,2.1221,2.0
CENTER,-0.2337,-2.0105,2.0
CENTER,0.1069,2.5676,2.0
CENTER,0.0834,-0.9664,2.0
CENTER,0.3399,-0.0217,2.0
CENTER,-0.011000000000000001,1.3475,2.0
CENTER,-0.8166,-2.5279,2.0
CENTER,-0.1661,-0.0346,2.0
CENTER,-0.1629,1.7575,2.0
CENTER,0.0494,0.8632,2.0
CENTER,-0.4805,0.5419,2.0
CENTER,0.1616,-0.5764,2.0
CENTER,-0.6685,-1.8535,2.0
CENTER,-0.8988,-2.9338,2.0
CENTER,-0.3462,-1.5536,2.0
CENTER,-0.1806,-0.0612,2.0
CENTER,0.0945,2.8432,2.0
CENTER,0.3585,0.1504,2.0
CENTER,-0.2104,1.8887,2.0
CENTER,-0.3118,-0.4816,2.0
CENTER,0.5602,-2.7822,2.0
CENTER,-0.1424,1.5477,2.0
CENTER,-0.1189,-1.8251,2.0
CENTER,0.9259999999999999,-2.7923,2.0
CENTER,0.0271,-2.8298,2.0
CENTER,-0.3022,-2.0476,2.0
CENTER,-0.2705,0.2303,2.0
CENTER,-0.2618,-1.7132,2.0
CENTER,0.8486,-1.6257,2.0
CENTER,0.5418,-2.78,2.0
CENTER,-0.0968,-0.7637,2.0
CENTER,0.1236,1.7814,2.0
CENTER,-0.0273,1.6095,2.0
CENTER,-0.2569,-1.3935,2.0
CENTER,-0.1112,-1.7251,2.0
CENTER,0.5069,-2.5780000000000003,2.0
CENTER,0.0471,2.0537,2.0
CENTER,0.2961,0.0247,2.0
CENTER,-0.5297,-1.0351,2.0
CENTER,0.2445,2.2349,2.0
CENTER,-0.4624,-2.6283,2.0
CENTER,0.2197,-2.8946,2.0
CENTER,0.2473,1.8774,2.0
CENTER,-0.1358,1.146,2.0
CENTER,-0.3128,-1.2074,2.0
CENTER,0.4762,-1.6263,2.0
CENTER,0.1107,-1.1008,2.0
CENTER,-0.0421,0.0818,2.0
CENTER,-0.4556,-1.7918,2.0
CENTER,0.8236,-1.8669,2.0
CENTER,-0.8536,-1.4701,2.0
CENTER,0.5529999999999999,-1.9854,2.0
CENTER,-0.6463,-2.1825,2.0
CENTER,-0.1847,1.0779,2.0
CENTER,-0.6068,-1.8377,2.0
CENTER,-0.4364,-1.7971,2.0
CENTER,-0.3422,-2.8666,2.0
CENTER,0.3029,-1.9929,2.0
CENTER,0.0613,-2.1045,2.0
CENTER,-0.1262,-2.4024,2.0
CENTER,0.0621,0.4868,2.0
CENTER,-0.4637,-0.4121,2.0
CENTER,-0.4233,0.532,2.0
CENTER,-0.2414,-2.3797,2.0
CENTER,-0.7015,-1.6721,2.0
CENTER,0.7351,-1.2219,2.0
CENTER,-0.0906,-0.5711,2.0
CENTER,0.0891,-2.1554,2.0
CENTER,0.8954,-2.7343,2.0
CENTER,-0.1723,-1.0009,2.0
CENTER,-0.207,0.9966,2.0
CENTER,0.5312,-2.8216,2.0
CENTER,0.6132,-1.0373,2.0
CENTER,0.5521,-2.7752,2.0
CENTER,-0.0034,-0.5526,2.0
CENTER,-0.1563,-1.8972,2.0
CENTER,-0.4919,-0.4062,2.0
CENTER,0.8417,-1.4475,2.0
CENTER,0.7763,-1.5186,2.0
CENTER,-0.8398,-1.0986,2.0
CENTER,-0.8595,-1.4393,2.0
CENTER,0.5696,-2.8402,2.0
CENTER,-0.6126,-2.7047,2.0
CENTER,-0.3771,-1.3622,2.0
CENTER,0.8731,-1.8443,2.0
CENTER,0.7281,-2.8192,2.0
CENTER,-0.2697,-1.0174,2.0
CENTER,0.1373,-1.5632,2.0
CENTER,-0.5922,-2.4571,2.0
CENTER,0.7143,-2.9556,2.0
CENTER,0.9622,-2.5814,2.0
CENTER,-0.1556,-2.4761,2.0
CENTER,-0.0381,2.0885,2.0
CENTER,0.616,-1.3302,2.0
CENTER,0.1501,1.8398,2.0
CENTER,0.2431,-2.3097,2.0
CENTER,0.0485,-2.2259,2.0
CENTER,-0.4758,0.32899999999999996,2.0
CENTER,-0.4913,0.1646,2.0
CENTER,-0.7202,-2.963,2.0
CENTER,0.2474,1.4902,2.0
CENTER,-0.3612,-0.3388,2.0
CENTER,-0.2283,2.7432,2.0
CENTER,0.1261,1.8753,2.0
CENTER,0.0676,-2.0654,2.0
CENTER,-0.0434,0.9325,2.0
CENTER,-0.1354,0.5775,2.0
CENTER,0.496,-1.7765,2.0
CENTER,-0.4352,-2.6463,2.0
CENTER,-0.8137,-2.5131,2.0
CENTER,-0.0649,-1.15,2.0
CENTER,0.0675,0.1801,2.0
CENTER,-0.0761,2.4355,2.0
CENTER,-0.5056,-2.283,2.0
CENTER,0.2126,1.9792,2.0
CENTER,-0.132,-1.275,2.0
CENTER,0.0289,1.4277,2.0
CENTER,-0.4796,-1.2491,2.0
CENTER,-0.1386,-2.7197,2.0
CENTER,0.9257,-1.1643,2.0
CENTER,-0.9887,-2.2604,2.0
CENTER,-0.9758,-2.865,2.0
CENTER,0.3458,-0.0365,2.0
CENTER,-0.0381,2.3947,2.0
CENTER,-0.0443,-0.8159,2.0
CENTER,0.4468,-1.9982,2.0
CENTER,0.1105,2.5756,2.0
CENTER,-0.2441,-1.19,2.0
CENTER,-0.0331,0.3558,2.0
CENTER,0.1682,-1.2014,2.0
CENTER,0.6715,-2.9791,2.0
CENTER,-0.1227,-1.1113,2.0
CENTER,0.2399,1.1784,2.0
CENTER,-0.6541,-1.8071,2.0
CENTER,-0.1716,2.3105,2.0
CENTER,0.2039,1.0092,2.0
CENTER,-0.154,2.2496,2.0
CENTER,-0.3068,0.265,2.0
CENTER,-0.9089,-1.3775,2.0
CENTER,-0.2207,1.9078,2.0
CENTER,0.1321,-1.2847,2.0
CENTER,0.405,-2.3755,2.0
CENTER,0.2357,-2.3878,2.0
CENTER,0.3299,-1.0783,2.0
CENTER,0.3357,-1.1821,2.0
CENTER,-0.6139,-2.2628,2.0
CENTER,0.3759,-0.5925,2.0
CENTER,-0.107,-1.0167,2.0
CENTER,-0.48200000000000004,-2.0888,2.0
CENTER,-0.2651,-1.0485,2.0
CENTER,0.2954,-0.1399,2.0
CENTER,0.0682,-0.8035,2.0
CENTER,-0.2089,2.7181,2.0
CENTER,0.1871,-0.7981,2.0
CENTER,0.9973,-1.69,2.0
CENTER,0.8756,-2.39,2.0
CENTER,0.0125,-1.1558,2.0
CENTER,-0.2742,0.4463,2.0
CENTER,0.8771,-1.129,2.0
CENTER,-0.4067,0.0474,2.0
CENTER,-0.0086,-1.9747,2.0
CENTER,-0.0127,-1.324,2.0
CENTER,0.0693,2.0904,2.0
CENTER,0.8537,-2.2148,2.0
CENTER,-0.0548,-2.3318,2.0
CENTER,0.6101,-2.0532,2.0
CENTER,-0.1976,-0.2617,2.0
CENTER,-0.2152,0.9165,2.0
CENTER,0.7437,-1.8029,2.0
CENTER,-0.1444,-2.0505,2.0
CENTER,-0.0903,-1.6791,2.0
CENTER,0.0256,-0.3845,2.0
CENTER,-0.6364,-1.3794,2.0
CENTER,-0.0335,1.1265,2.0
CENTER,0.0303,0.1469,2.0
CENTER,-0.4141,-2.2158,2.0
CENTER,-0.0562,1.4761,2.0
CENTER,-0.0662,-2.532,2.0
CENTER,0.9198,-2.5273,2.0
CENTER,0.0989,2.6517,2.0
CENTER,-0.9033,-1.9068,2.0
CENTER,-0.7604,-2.3807,2.0
CENTER,0.8797,-2.5675,2.0
CENTER,-0.6731,-1.6368,2.0
CENTER,0.9676,-2.5667,2.0
CENTER,0.6413,-1.0848,2.0
CENTER,-0.3863,0.0044,2.0
CENTER,0.377,0.7012,2.0
CENTER,0.2835,-2.2829,2.0
CENTER,0.38299999999999995,-1.3536,2.0
CENTER,-0.0827,1.9555,2.0
CENTER,0.3494,-2.0448,2.0
CENTER,0.2814,-0.7681,2.0
CENTER,-0.0233,2.1918,2.0
CENTER,-0.1022,1.1687,2.0
CENTER,-0.2016,2.0559,2.0
CENTER,0.4093,-0.6704,2.0
CENTER,0.2241,1.749,2.0
CENTER,-0.1394,1.5632,2.0
CENTER,0.2285,0.7836,2.0
CENTER,0.0185,2.5695,2.0
CENTER,-0.8942,-2.1647,2.0
CENTER,0.0022,0.5901,2.0
CENTER,0.8645,-2.4061,2.0
CENTER,-0.5968,-1.0927,2.0
CENTER,-0.789,-2.6725,2.0
CENTER,-0.401,-1.2577,2.0
CENTER,-0.7941,-2.1255,2.0
CENTER,-0.6539,-1.2637,2.0
CENTER,-0.9601,-2.1659,2.0
CENTER,-0.9127,-2.4397,2.0
CENTER,0.4765,-1.8751,2.0
CENTER,-0.1807,-0.5257,2.0
CENTER,-0.5499,-1.2175,2.0
CENTER,-0.0532,-0.9719,2.0
CENTER,-0.6473,-1.31,2.0
CENTER,-0.0047,1.9571,2.0
CENTER,-0.4669,-1.5691,2.0
CENTER,-0.2317,-1.0032,2.0
CENTER,0.4671,-2.3771,2.0
CENTER,-0.3222,-1.5173,2.0
CENTER,0.9665,-2.1684,2.0
CENTER,-0.3426,-1.5178,2.0
CENTER,0.0866,-2.2358,2.0
CENTER,0.3242,-1.0224,2.0
CENTER,0.5135,-2.9291,2.0
CENTER,-0.9155,-2.3704,2.0
CENTER,-0.062,2.0193,2.0
CENTER,0.3049,-0.5636,2.0
CENTER,0.0367,-2.2381,2.0
CENTER,0.9726,-2.5858,2.0
CENTER,0.3678,-2.4349,2.0
CENTER,-0.2967,-0.6341,2.0
CENTER,-0.147,-0.5164,2.0
CENTER,-0.7356,-2.1685,2.0
CENTER,0.3347,-1.5883,2.0
CENTER,-0.2132,1.1674,2.0
CENTER,-0.0396,0.8125,2.0
CENTER,0.2414,1.6209,2.0
CENTER,0.5991,-1.7478,2.0
CENTER,0.7792,-2.5064,2.0
CENTER,-0.7016,-1.9171,2.0
CENTER,-0.1552,2.8676,2.0
CENTER,0.0318,0.4548,2.0
CENTER,0.4014,0.2703,2.0
CENTER,-0.8164,-2.3876,2.0
CENTER,0.016,1.0738,2.0
CENTER,-0.4762,-1.1362,2.0
CENTER,0.0649,0.4192,2.0
CENTER,-0.1227,2.0581,2.0
CENTER,-0.6659,-1.79,2.0
CENTER,-0.0229,-0.7826,2.0
CENTER,0.8022,-1.5196,2.0
CENTER,0.1489,-1.7506,2.0
CENTER,-0.8715,-1.9019,2.0
CENTER,0.4029,0.8696,2.0
CENTER,0.484,-0.8215,2.0
CENTER,0.9652,-1.9163,2.0
CENTER,0.0757,-1.2113,2.0
CENTER,-0.1273,-0.5796,2.0
CENTER,0.0552,-1.3257,2.0
CENTER,0.5464,-1.548,2.0
CENTER,0.6465,-2.1312,2.0
CENTER,0.7653,-1.8275,2.0
CENTER,0.3645,0.5891,2.0
CENTER,-0.9832,-2.0106,2.0
CENTER,0.7066,-1.9903,2.0
CENTER,-0.8493,-2.5845,2.0
CENTER,-0.3617,-2.6124,2.0
CENTER,-0.1896,1.3066,2.0
CENTER,0.6064,-2.474,2.0
CENTER,0.0104,-0.2707,2.0
CENTER,-0.2789,-1.7603,2.0
CENTER,-0.0565,1.1196,2.0
CENTER,0.5269,-2.8437,2.0
CENTER,-0.4894,-1.9266,2.0
CENTER,0.081,-1.0135,2.0
CENTER,-0.2278,0.9108,2.0
CENTER,0.0854,-0.6669,2.0
CENTER,0.1796,-0.0669,2.0
CENTER,0.9246,-1.8305,2.0
CENTER,-0.2174,-0.3334,2.0
CENTER,-0.5976,-1.0759,2.0
CENTER,-0.8274,-2.0543,2.0
CENTER,0.1992,2.6154,2.0
CENTER,-0.364,0.223,2.0
CENTER,0.0296,-1.4394,2.0
CENTER,0.1423,-0.7489,2.0
CENTER,-0.5944,-1.0738,2.0
CENTER,0.2303,-1.2264,2.0
CENTER,-0.6602,-2.8146,2.0
CENTER,-0.8872,-1.646,2.0
CENTER,0.0193,-2.4633,2.0
CENTER,-0.35,-2.8021,2.0
CENTER,0.2728,-2.1555,2.0
CENTER,-0.2086,-2.1973,2.0
CENTER,-0.6168,-2.9361,2.0
CENTER,-0.7041,-1.3159,2.0
CENTER,-0.0708,-0.8373,2.0
CENTER,-0.7096,-1.6993,2.0
CENTER,-0.8465,-1.764,2.0
CENTER,-0.7982,-2.0531,2.0
CENTER,0.2324,-0.4088,2.0
LEFT,-4.2993,-2.3559,3.0
LEFT,-5.4398,-0.539,3.0
LEFT,-5.8868,-1.8485,3.0
LEFT,-5.6369,-1.2226,3.0
LEFT,-5.2385,-1.2383,3.0
LEFT,-4.8902,1.8518,3.0
LEFT,-4.913,1.1428,3.0
LEFT,-5.7104,-1.2023,3.0
LEFT,-5.547999999999999,-1.5602,3.0
LEFT,-4.677,-2.8165,3.0
LEFT,-5.1003,0.3116,3.0
LEFT,-4.3058,-1.3775,3.0
LEFT,-4.908,0.948,3.0
LEFT,-5.072,0.37799999999999995,3.0
LEFT,-4.8316,2.6312,3.0
LEFT,-4.796,-1.3090000000000002,3.0
LEFT,-5.8108,-2.3397,3.0
LEFT,-5.9011,-2.1817,3.0
LEFT,-4.1879,-2.5958,3.0
LEFT,-4.3763,-2.7937,3.0
LEFT,-5.162000000000001,-1.4927,3.0
LEFT,-4.2068,-2.7755,3.0
LEFT,-5.2405,-1.5615,3.0
LEFT,-5.2165,1.3377,3.0
LEFT,-5.0121,0.4552,3.0
LEFT,-5.2808,-2.1022,3.0
LEFT,-5.3101,-1.8062,3.0
LEFT,-5.6542,-2.5708,3.0
LEFT,-4.8354,2.9973,3.0
LEFT,-4.4863,-2.5695,3.0
LEFT,-4.842,-0.1378,3.0
LEFT,-4.4646,-2.1269,3.0
LEFT,-5.0175,-2.4134,3.0
LEFT,-5.0998,2.6109,3.0
LEFT,-5.3089,-2.1369,3.0
LEFT,-5.1934,-2.1638,3.0
LEFT,-4.3169,-1.1056,3.0
LEFT,-4.7137,-2.0402,3.0
LEFT,-4.5992,-2.7775,3.0
LEFT,-5.0568,-0.2763,3.0
LEFT,-4.8672,-1.4334,3.0
LEFT,-4.7827,1.9318,3.0
LEFT,-4.9644,0.3705,3.0
LEFT,-4.9876,0.0718,3.0
LEFT,-4.7529,-2.073,3.0
LEFT,-5.4773,0.2563,3.0
LEFT,-5.4515,0.7066,3.0
LEFT,-4.1537,-1.4099,3.0
LEFT,-4.9510000000000005,0.7653,3.0
LEFT,-5.0745,1.0222,3.0
LEFT,-5.2404,2.4541,3.0
LEFT,-4.0313,-1.0823,3.0
LEFT,-4.6556,-1.6445,3.0
LEFT,-5.0033,2.0906,3.0
LEFT,-5.1362,2.8417,3.0
LEFT,-4.8814,-1.4186,3.0
LEFT,-4.9934,2.3191,3.0
LEFT,-5.1994,-2.9467,3.0
LEFT,-5.1507,2.8906,3.0
LEFT,-5.5276,-2.451,3.0
LEFT,-4.8277,-1.2971,3.0
LEFT,-5.8097,-2.074,3.0
LEFT,-4.2528,-2.5479,3.0
LEFT,-4.5377,0.0388,3.0
LEFT,-5.0242,0.9186,3.0
LEFT,-4.916,-2.0659,3.0
LEFT,-4.9038,2.4474,3.0
LEFT,-5.2006,-0.5829,3.0
LEFT,-4.2988,-2.376,3.0
LEFT,-5.2105,-1.3569,3.0
LEFT,-4.7693,-2.3345,3.0
LEFT,-4.5056,-1.5266,3.0
LEFT,-4.3536,-1.3880000000000001,3.0
LEFT,-4.1578,-1.2061,3.0
LEFT,-4.9548,-0.8166,3.0
LEFT,-5.7511,-2.0921,3.0
LEFT,-5.8993,-1.4452,3.0
LEFT,-4.083,-1.7984,3.0
LEFT,-4.4573,-2.5648,3.0
LEFT,-4.4497,-2.2035,3.0
LEFT,-5.4548,-0.6243,3.0
LEFT,-5.0482,-2.1757,3.0
LEFT,-5.1702,0.0957,3.0
LEFT,-4.1592,-2.1129,3.0
LEFT,-4.7372,-0.9893,3.0
LEFT,-5.4263,-1.0177,3.0
LEFT,-4.362,-1.6488,3.0
LEFT,-4.3948,-2.6138,3.0
LEFT,-5.6694,-1.7464,3.0
LEFT,-4.0696,-1.9035,3.0
LEFT,-5.0476,-1.5344,3.0
LEFT,-4.8823,-2.1586,3.0
LEFT,-4.5032,0.1139,3.0
LEFT,-4.9695,-0.5682,3.0
LEFT,-5.3197,-1.2047,3.0
LEFT,-5.3308,-0.8642,3.0
LEFT,-5.4158,-1.4534,3.0
LEFT,-5.278,-1.3430000000000002,3.0
LEFT,-4.3217,-1.1801,3.0
LEFT,-5.5748,-1.6167,3.0
LEFT,-5.0486,-0.5556,3.0
LEFT,-5.4752,-2.5666,3.0
LEFT,-4.7598,1.0908,3.0
LEFT,-4.5539,-0.991,3.0
LEFT,-5.757000000000001,-2.4199,3.0
LEFT,-4.1722,-1.0312,3.0
LEFT,-5.1887,0.6411,3.0
LEFT,-5.8627,-1.1096,3.0
LEFT,-5.0474,-2.3655,3.0
LEFT,-5.6444,-2.8611,3.0
LEFT,-5.242000000000001,-0.9353,3.0
LEFT,-4.8577,0.5589999999999999,3.0
LEFT,-4.7031,-1.2454,3.0
LEFT,-4.4344,-1.2884,3.0
LEFT,-5.0539,-0.8486,3.0
LEFT,-5.4910000000000005,-1.3314,3.0
LEFT,-4.1847,-1.05,3.0
LEFT,-5.1794,1.3741,3.0
LEFT,-4.6447,-2.1569,3.0
LEFT,-4.7085,-1.3219999999999998,3.0
LEFT,-5.7809,-1.4835,3.0
LEFT,-5.7933,-2.5084,3.0
LEFT,-5.7352,-2.696,3.0
LEFT,-5.9767,-1.4864,3.0
LEFT,-4.7138,-1.7442,3.0
LEFT,-5.7534,-2.1213,3.0
LEFT,-4.4245,-1.4331,3.0
LEFT,-4.0148,-2.8565,3.0
LEFT,-5.1515,1.5533,3.0
LEFT,-4.5276,-2.4824,3.0
LEFT,-4.5508,0.2647,3.0
LEFT,-4.6257,-2.4325,3.0
LEFT,-4.8424,1.6349,3.0
LEFT,-5.7466,-1.6408,3.0
LEFT,-4.633,-1.817,3.0
LEFT,-5.4274,-1.4031,3.0
LEFT,-5.5515,-2.7057,3.0
LEFT,-4.9409,2.9509,3.0
LEFT,-5.3318,0.9235,3.0
LEFT,-4.7876,1.8677,3.0
LEFT,-5.0991,0.4147,3.0
LEFT,-4.4915,-2.6602,3.0
LEFT,-5.0071,-0.5793,3.0
LEFT,-4.5524,-2.6665,3.0
LEFT,-5.0115,-2.6060000000000003,3.0
LEFT,-4.8331,-1.5096,3.0
LEFT,-4.9086,2.8643,3.0
LEFT,-4.9734,-1.0702,3.0
LEFT,-4.3083,-1.8428,3.0
LEFT,-5.7018,-1.5046,3.0
LEFT,-5.2468,-2.8389,3.0
LEFT,-4.6317,0.2345,3.0
LEFT,-5.2202,-0.669,3.0
LEFT,-5.2814,0.7276,3.0
LEFT,-5.1657,0.308,3.0
LEFT,-5.2626,-2.5469,3.0
LEFT,-4.3379,-1.0989,3.0
LEFT,-4.9067,2.0605,3.0
LEFT,-4.3357,-1.4368,3.0
LEFT,-4.7638,-1.9128,3.0
LEFT,-4.6819999999999995,-0.4831,3.0
LEFT,-5.023,-1.1285,3.0
LEFT,-5.0214,-2.865,3.0
LEFT,-5.563,-2.8812,3.0
LEFT,-4.2444,-1.8441,3.0
LEFT,-4.7106,0.5523,3.0
LEFT,-4.6339,-0.2435,3.0
LEFT,-5.5122,-1.8267,3.0
LEFT,-4.8552,-2.5205,3.0
LEFT,-5.2155,2.9033,3.0
LEFT,-5.8058,-2.7572,3.0
LEFT,-5.254,-1.6627,3.0
LEFT,-5.2733,-0.5207,3.0
LEFT,-5.3819,-2.4842,3.0
LEFT,-4.9028,0.6401,3.0
LEFT,-5.0159,-2.623,3.0
LEFT,-4.6257,-2.3422,3.0
LEFT,-4.0441,-1.7849,3.0
LEFT,-4.8286,-2.1452,3.0
LEFT,-5.4697,-1.0396,3.0
LEFT,-4.1491,-2.6996,3.0
LEFT,-4.7567,-2.2873,3.0
LEFT,-5.3645,0.4771,3.0
LEFT,-4.8932,-0.8452,3.0
